Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2019,Yakima,WA,Truck,0,0,0,58931,58931,0
April 30 2022,Cumberland,NC,Passenger,1,4,5,401,406,1.23
September 30 2021,Geary,KS,Passenger,1,0,1,104,105,0.95
June 30 2017,DeKalb,GA,Passenger,1,0,1,87,88,1.14
January 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50
August 31 2022,Skamania,WA,Passenger,82,49,131,8121,8252,1.59
October 31 2019,Duval,FL,Passenger,1,2,3,375,378,0.79
March 31 2024,Tarrant,TX,Passenger,2,0,2,97,99,2.02
February 28 2019,Cook,IL,Passenger,1,0,1,248,249,0.4
May 31 2022,Palm Beach,FL,Passenger,1,1,2,61,63,3.17
August 31 2024,Philadelphia,PA,Passenger,0,1,1,30,31,3.23
December 31 2024,Sedgwick,KS,Passenger,0,1,1,45,46,2.17
November 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
July 31 2019,Grant,WA,Passenger,43,59,102,65001,65103,0.16
May 31 2021,Island,WA,Truck,0,0,0,21548,21548,0
October 31 2022,Nueces,TX,Passenger,0,1,1,62,63,1.59
June 30 2024,Otero,NM,Passenger,0,1,1,20,21,4.76
January 31 2017,Clark,WA,Passenger,673,426,1099,297749,298848,0.37
October 31 2019,Cumberland,NC,Passenger,1,2,3,499,502,0.6
March 31 2019,Fairfax,VA,Passenger,4,1,5,798,803,0.62
May 31 2017,Anne Arundel,MD,Passenger,0,1,1,502,503,0.2
July 31 2017,Jefferson,WA,Truck,0,0,0,9410,9410,0
January 31 2024,Portsmouth,VA,Passenger,0,2,2,64,66,3.03
February 28 2017,Middlesex,MA,Passenger,1,0,1,155,156,0.64
September 30 2021,Louisa,VA,Passenger,0,1,1,1,2,50
June 30 2018,Pend Oreille,WA,Truck,0,0,0,5685,5685,0
December 31 2018,Yakima,WA,Passenger,82,99,181,164720,164901,0.11
April 30 2017,Pacific,WA,Passenger,9,8,17,15073,15090,0.11
December 31 2022,Lane,OR,Passenger,0,2,2,102,104,1.92
November 30 2017,,,Passenger,3,0,3,439,442,0.68
January 31 2019,Flathead,MT,Passenger,1,0,1,68,69,1.45
November 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
August 31 2024,Snohomish,WA,Passenger,20234,4206,24440,523288,547728,4.46
June 30 2021,Columbia,WA,Truck,0,0,0,1543,1543,0
February 28 2021,Montgomery,PA,Passenger,1,0,1,27,28,3.57
January 31 2021,Twin Falls,ID,Passenger,0,1,1,26,27,3.7
May 31 2022,Okaloosa,FL,Passenger,0,2,2,108,110,1.82
June 30 2024,Spotsylvania,VA,Passenger,1,1,2,25,27,7.41
May 31 2018,Northampton,PA,Passenger,0,1,1,61,62,1.61
May 31 2021,Manassas,VA,Passenger,0,1,1,7,8,12.5
May 31 2022,Franklin,WA,Passenger,180,110,290,61934,62224,0.47
July 31 2023,Marion,IN,Passenger,1,0,1,37,38,2.63
February 28 2023,Richmond,GA,Passenger,0,1,1,64,65,1.54
July 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25
March 31 2024,Pend Oreille,WA,Passenger,34,20,54,8722,8776,0.62
July 31 2017,Chelan,WA,Truck,0,0,0,21323,21323,0
September 30 2019,Dakota,MN,Passenger,0,1,1,39,40,2.5
March 31 2024,Cumberland,NC,Passenger,3,3,6,315,321,1.87
March 31 2021,Newport,RI,Passenger,0,1,1,78,79,1.27
July 31 2023,Benton,AR,Passenger,1,0,1,23,24,4.17
September 30 2020,Grays Harbor,WA,Truck,0,0,0,21084,21084,0
October 31 2022,Kootenai,ID,Truck,1,0,1,34,35,2.86
December 31 2024,Bexar,TX,Passenger,3,3,6,285,291,2.06
August 31 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
April 30 2022,Travis,TX,Passenger,2,2,4,136,140,2.86
February 29 2024,Suffolk,VA,Passenger,1,1,2,103,105,1.9
May 31 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5
January 31 2025,Jefferson,WA,Passenger,844,327,1171,23408,24579,4.76
September 30 2020,San Joaquin,CA,Passenger,1,0,1,127,128,0.78
October 31 2022,San Juan,WA,Truck,7,0,7,5945,5952,0.12
February 28 2023,Alameda,CA,Passenger,7,1,8,208,216,3.7
November 30 2021,Kings,CA,Passenger,2,0,2,325,327,0.61
November 30 2022,Montgomery,AL,Passenger,2,1,3,34,37,8.11
June 30 2023,Alameda,CA,Passenger,7,2,9,200,209,4.31
April 30 2023,Kitsap,WA,Truck,63,0,63,52345,52408,0.12
February 29 2024,Grant,WA,Truck,21,0,21,28035,28056,0.07
September 30 2019,Collin,TX,Passenger,2,1,3,148,151,1.99
April 30 2022,Lake,IL,Passenger,3,0,3,154,157,1.91
November 30 2018,Gwinnett,GA,Passenger,0,1,1,82,83,1.2
May 31 2018,Orleans,LA,Passenger,0,1,1,45,46,2.17
October 31 2021,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
March 31 2018,Caddo,LA,Passenger,0,1,1,24,25,4
September 30 2022,Kitsap,WA,Truck,23,0,23,53043,53066,0.04
August 31 2021,Cowlitz,WA,Truck,0,1,1,29062,29063,0
